Plot,Treatment,Row,Date,With Brood,Without Brood,Added.Brood,Added.No.Brood,Days.Since.Start
301,Chlorpyrifos,1,6/7/21,3,5,NA,NA,95
301,Chlorpyrifos,2,6/7/21,5,3,NA,NA,95
301,Chlorpyrifos,3,6/7/21,7,4,NA,NA,95
301,Chlorpyrifos,4,6/7/21,9,1,NA,NA,95
301,Chlorpyrifos,5,6/7/21,2,1,26,14,95
302,Extinguish,1,6/7/21,0,1,NA,NA,95
302,Extinguish,2,6/7/21,0,1,NA,NA,95
302,Extinguish,3,6/7/21,0,2,NA,NA,95
302,Extinguish,4,6/7/21,0,0,NA,NA,95
302,Extinguish,5,6/7/21,1,2,1,6,95
303,Clinch,1,6/7/21,0,2,NA,NA,95
303,Clinch,2,6/7/21,3,1,NA,NA,95
303,Clinch,3,6/7/21,3,0,NA,NA,95
303,Clinch,4,6/7/21,0,0,NA,NA,95
303,Clinch,5,6/7/21,0,1,6,4,95
304,HotWater,1,6/7/21,6,1,NA,NA,95
304,HotWater,2,6/7/21,7,1,NA,NA,95
304,HotWater,3,6/7/21,3,1,NA,NA,95
304,HotWater,4,6/7/21,5,1,NA,NA,95
304,HotWater,5,6/7/21,0,0,21,4,95
305,Control,1,6/7/21,6,7,NA,NA,95
305,Control,2,6/7/21,5,8,NA,NA,95
305,Control,3,6/7/21,7,1,NA,NA,95
305,Control,4,6/7/21,8,0,NA,NA,95
305,Control,5,6/7/21,1,1,27,17,95
401,HotWater,1,6/7/21,2,3,NA,NA,95
401,HotWater,2,6/7/21,2,1,NA,NA,95
401,HotWater,3,6/7/21,0,0,NA,NA,95
401,HotWater,4,6/7/21,1,0,NA,NA,95
401,HotWater,5,6/7/21,2,0,7,4,95
402,Extinguish,1,6/7/21,0,0,NA,NA,95
402,Extinguish,2,6/7/21,0,0,NA,NA,95
402,Extinguish,3,6/7/21,0,0,NA,NA,95
402,Extinguish,4,6/7/21,1,1,NA,NA,95
402,Extinguish,5,6/7/21,0,2,1,3,95
403,Control,1,6/7/21,1,1,NA,NA,95
403,Control,2,6/7/21,3,2,NA,NA,95
403,Control,3,6/7/21,1,2,NA,NA,95
403,Control,4,6/7/21,0,1,NA,NA,95
403,Control,5,6/7/21,3,0,8,6,95
404,Clinch,1,6/7/21,0,0,NA,NA,95
404,Clinch,2,6/7/21,0,1,NA,NA,95
404,Clinch,3,6/7/21,0,2,NA,NA,95
404,Clinch,4,6/7/21,0,0,NA,NA,95
404,Clinch,5,6/7/21,2,0,2,3,95
405,Chlorpyrifos,1,6/7/21,3,2,NA,NA,95
405,Chlorpyrifos,2,6/7/21,0,1,NA,NA,95
405,Chlorpyrifos,3,6/7/21,0,1,NA,NA,95
405,Chlorpyrifos,4,6/7/21,2,1,NA,NA,95
405,Chlorpyrifos,5,6/7/21,1,2,6,7,95
501,Clinch,1,6/7/21,2,0,NA,NA,95
501,Clinch,2,6/7/21,0,0,NA,NA,95
501,Clinch,3,6/7/21,0,0,NA,NA,95
501,Clinch,4,6/7/21,0,1,NA,NA,95
501,Clinch,5,6/7/21,0,0,2,1,95
502,Control,1,6/7/21,1,1,NA,NA,95
502,Control,2,6/7/21,2,2,NA,NA,95
502,Control,3,6/7/21,2,1,NA,NA,95
502,Control,4,6/7/21,0,2,NA,NA,95
502,Control,5,6/7/21,3,2,8,8,95
503,Chlorpyrifos,1,6/7/21,3,1,NA,NA,95
503,Chlorpyrifos,2,6/7/21,2,0,NA,NA,95
503,Chlorpyrifos,3,6/7/21,3,0,NA,NA,95
503,Chlorpyrifos,4,6/7/21,1,1,NA,NA,95
503,Chlorpyrifos,5,6/7/21,1,0,10,2,95
504,Extinguish,1,6/7/21,0,0,NA,NA,95
504,Extinguish,2,6/7/21,1,0,NA,NA,95
504,Extinguish,3,6/7/21,0,0,NA,NA,95
504,Extinguish,4,6/7/21,1,1,NA,NA,95
504,Extinguish,5,6/7/21,0,0,2,1,95
505,HotWater,1,6/7/21,2,0,NA,NA,95
505,HotWater,2,6/7/21,3,0,NA,NA,95
505,HotWater,3,6/7/21,1,2,NA,NA,95
505,HotWater,4,6/7/21,0,2,NA,NA,95
505,HotWater,5,6/7/21,1,1,7,5,95
601,Control,1,6/7/21,1,2,NA,NA,95
601,Control,2,6/7/21,0,2,NA,NA,95
601,Control,3,6/7/21,9,1,NA,NA,95
601,Control,4,6/7/21,11,4,NA,NA,95
601,Control,5,6/7/21,10,1,31,10,95
602,HotWater,1,6/7/21,2,1,NA,NA,95
602,HotWater,2,6/7/21,2,1,NA,NA,95
602,HotWater,3,6/7/21,4,2,NA,NA,95
602,HotWater,4,6/7/21,5,0,NA,NA,95
602,HotWater,5,6/7/21,5,2,18,6,95
603,Extinguish,1,6/7/21,3,0,NA,NA,95
603,Extinguish,2,6/7/21,0,0,NA,NA,95
603,Extinguish,3,6/7/21,3,0,NA,NA,95
603,Extinguish,4,6/7/21,4,1,NA,NA,95
603,Extinguish,5,6/7/21,3,2,13,3,95
604,Clinch,1,6/7/21,1,1,NA,NA,95
604,Clinch,2,6/7/21,1,2,NA,NA,95
604,Clinch,3,6/7/21,2,1,NA,NA,95
604,Clinch,4,6/7/21,2,1,NA,NA,95
604,Clinch,5,6/7/21,1,2,7,7,95
605,Chlorpyrifos,1,6/7/21,0,1,NA,NA,95
605,Chlorpyrifos,2,6/7/21,0,1,NA,NA,95
605,Chlorpyrifos,3,6/7/21,4,1,NA,NA,95
605,Chlorpyrifos,4,6/7/21,6,2,NA,NA,95
605,Chlorpyrifos,5,6/7/21,4,1,14,6,95
101,Control,1,6/21/21,11,0,NA,NA,109
101,Control,2,6/21/21,8,0,NA,NA,109
101,Control,3,6/21/21,7,0,NA,NA,109
101,Control,4,6/21/21,5,0,NA,NA,109
101,Control,5,6/21/21,11,0,42,0,109
102,HotWater,1,6/21/21,5,1,NA,NA,109
102,HotWater,2,6/21/21,6,1,NA,NA,109
102,HotWater,3,6/21/21,6,0,NA,NA,109
102,HotWater,4,6/21/21,4,1,NA,NA,109
102,HotWater,5,6/21/21,2,4,23,7,109
103,Chlorpyrifos,1,6/21/21,3,0,NA,NA,109
103,Chlorpyrifos,2,6/21/21,7,2,NA,NA,109
103,Chlorpyrifos,3,6/21/21,4,0,NA,NA,109
103,Chlorpyrifos,4,6/21/21,5,1,NA,NA,109
103,Chlorpyrifos,5,6/21/21,6,2,25,5,109
104,Clinch,1,6/21/21,1,1,NA,NA,109
104,Clinch,2,6/21/21,0,0,NA,NA,109
104,Clinch,3,6/21/21,2,0,NA,NA,109
104,Clinch,4,6/21/21,3,0,NA,NA,109
104,Clinch,5,6/21/21,3,1,9,2,109
105,Extinguish,1,6/21/21,1,1,NA,NA,109
105,Extinguish,2,6/21/21,2,0,NA,NA,109
105,Extinguish,3,6/21/21,1,0,NA,NA,109
105,Extinguish,4,6/21/21,1,3,NA,NA,109
105,Extinguish,5,6/21/21,3,1,8,5,109
201,Chlorpyrifos,1,6/21/21,3,1,NA,NA,109
201,Chlorpyrifos,2,6/21/21,2,0,NA,NA,109
201,Chlorpyrifos,3,6/21/21,0,0,NA,NA,109
201,Chlorpyrifos,4,6/21/21,2,1,NA,NA,109
201,Chlorpyrifos,5,6/21/21,1,0,8,2,109
202,Clinch,1,6/21/21,1,0,NA,NA,109
202,Clinch,2,6/21/21,0,0,NA,NA,109
202,Clinch,3,6/21/21,1,0,NA,NA,109
202,Clinch,4,6/21/21,0,1,NA,NA,109
202,Clinch,5,6/21/21,1,0,3,1,109
203,HotWater,1,6/21/21,3,0,NA,NA,109
203,HotWater,2,6/21/21,0,1,NA,NA,109
203,HotWater,3,6/21/21,0,1,NA,NA,109
203,HotWater,4,6/21/21,0,1,NA,NA,109
203,HotWater,5,6/21/21,0,2,3,5,109
204,Extinguish,1,6/21/21,1,0,NA,NA,109
204,Extinguish,2,6/21/21,0,0,NA,NA,109
204,Extinguish,3,6/21/21,1,0,NA,NA,109
204,Extinguish,4,6/21/21,0,0,NA,NA,109
204,Extinguish,5,6/21/21,0,2,2,2,109
205,Control,1,6/21/21,4,0,NA,NA,109
205,Control,2,6/21/21,1,2,NA,NA,109
205,Control,3,6/21/21,3,2,NA,NA,109
205,Control,4,6/21/21,2,1,NA,NA,109
205,Control,5,6/21/21,1,1,11,6,109
301,Chlorpyrifos,1,6/21/21,3,0,NA,NA,109
301,Chlorpyrifos,2,6/21/21,4,1,NA,NA,109
301,Chlorpyrifos,3,6/21/21,5,0,NA,NA,109
301,Chlorpyrifos,4,6/21/21,4,2,NA,NA,109
301,Chlorpyrifos,5,6/21/21,1,1,17,4,109
302,Extinguish,1,6/21/21,0,0,NA,NA,109
302,Extinguish,2,6/21/21,1,1,NA,NA,109
302,Extinguish,3,6/21/21,0,1,NA,NA,109
302,Extinguish,4,6/21/21,1,1,NA,NA,109
302,Extinguish,5,6/21/21,1,1,3,4,109
303,Clinch,1,6/21/21,0,0,NA,NA,109
303,Clinch,2,6/21/21,0,0,NA,NA,109
303,Clinch,3,6/21/21,1,0,NA,NA,109
303,Clinch,4,6/21/21,1,0,NA,NA,109
303,Clinch,5,6/21/21,2,1,4,1,109
304,HotWater,1,6/21/21,2,1,NA,NA,109
304,HotWater,2,6/21/21,2,2,NA,NA,109
304,HotWater,3,6/21/21,1,2,NA,NA,109
304,HotWater,4,6/21/21,2,2,NA,NA,109
304,HotWater,5,6/21/21,5,3,12,10,109
305,Control,1,6/21/21,7,1,NA,NA,109
305,Control,2,6/21/21,5,2,NA,NA,109
305,Control,3,6/21/21,6,3,NA,NA,109
305,Control,4,6/21/21,11,2,NA,NA,109
305,Control,5,6/21/21,8,3,37,11,109
401,HotWater,1,6/21/21,2,1,NA,NA,109
401,HotWater,2,6/21/21,3,1,NA,NA,109
401,HotWater,3,6/21/21,3,3,NA,NA,109
401,HotWater,4,6/21/21,3,1,NA,NA,109
401,HotWater,5,6/21/21,2,0,13,6,109
402,Extinguish,1,6/21/21,2,0,NA,NA,109
402,Extinguish,2,6/21/21,0,0,NA,NA,109
402,Extinguish,3,6/21/21,1,0,NA,NA,109
402,Extinguish,4,6/21/21,1,1,NA,NA,109
402,Extinguish,5,6/21/21,0,0,4,1,109
403,Control,1,6/21/21,3,2,NA,NA,109
403,Control,2,6/21/21,2,1,NA,NA,109
403,Control,3,6/21/21,2,1,NA,NA,109
403,Control,4,6/21/21,2,3,NA,NA,109
403,Control,5,6/21/21,2,2,11,9,109
404,Clinch,1,6/21/21,0,1,NA,NA,109
404,Clinch,2,6/21/21,2,1,NA,NA,109
404,Clinch,3,6/21/21,0,1,NA,NA,109
404,Clinch,4,6/21/21,2,0,NA,NA,109
404,Clinch,5,6/21/21,1,1,5,4,109
405,Chlorpyrifos,1,6/21/21,4,2,NA,NA,109
405,Chlorpyrifos,2,6/21/21,3,1,NA,NA,109
405,Chlorpyrifos,3,6/21/21,1,3,NA,NA,109
405,Chlorpyrifos,4,6/21/21,2,1,NA,NA,109
405,Chlorpyrifos,5,6/21/21,4,2,14,9,109
501,Clinch,1,6/21/21,0,0,NA,NA,109
501,Clinch,2,6/21/21,1,0,NA,NA,109
501,Clinch,3,6/21/21,1,0,NA,NA,109
501,Clinch,4,6/21/21,0,0,NA,NA,109
501,Clinch,5,6/21/21,1,0,3,0,109
502,Control,1,6/21/21,0,0,NA,NA,109
502,Control,2,6/21/21,0,0,NA,NA,109
502,Control,3,6/21/21,1,3,NA,NA,109
502,Control,4,6/21/21,2,3,NA,NA,109
502,Control,5,6/21/21,1,0,4,6,109
503,Chlorpyrifos,1,6/21/21,1,0,NA,NA,109
503,Chlorpyrifos,2,6/21/21,2,0,NA,NA,109
503,Chlorpyrifos,3,6/21/21,0,0,NA,NA,109
503,Chlorpyrifos,4,6/21/21,1,1,NA,NA,109
503,Chlorpyrifos,5,6/21/21,1,0,5,1,109
504,Extinguish,1,6/21/21,0,0,NA,NA,109
504,Extinguish,2,6/21/21,0,0,NA,NA,109
504,Extinguish,3,6/21/21,0,0,NA,NA,109
504,Extinguish,4,6/21/21,1,0,NA,NA,109
504,Extinguish,5,6/21/21,0,0,1,0,109
505,HotWater,1,6/21/21,2,0,NA,NA,109
505,HotWater,2,6/21/21,2,1,NA,NA,109
505,HotWater,3,6/21/21,1,0,NA,NA,109
505,HotWater,4,6/21/21,1,2,NA,NA,109
505,HotWater,5,6/21/21,3,1,9,4,109
601,Control,1,6/21/21,6,0,NA,NA,109
601,Control,2,6/21/21,3,0,NA,NA,109
601,Control,3,6/21/21,4,1,NA,NA,109
601,Control,4,6/21/21,12,1,NA,NA,109
601,Control,5,6/21/21,11,2,36,4,109
602,HotWater,1,6/21/21,4,0,NA,NA,109
602,HotWater,2,6/21/21,0,1,NA,NA,109
602,HotWater,3,6/21/21,1,0,NA,NA,109
602,HotWater,4,6/21/21,6,1,NA,NA,109
602,HotWater,5,6/21/21,6,1,17,3,109
603,Extinguish,1,6/21/21,1,1,NA,NA,109
603,Extinguish,2,6/21/21,0,0,NA,NA,109
603,Extinguish,3,6/21/21,0,0,NA,NA,109
603,Extinguish,4,6/21/21,3,0,NA,NA,109
603,Extinguish,5,6/21/21,3,1,7,2,109
604,Clinch,1,6/21/21,0,0,NA,NA,109
604,Clinch,2,6/21/21,0,0,NA,NA,109
604,Clinch,3,6/21/21,0,0,NA,NA,109
604,Clinch,4,6/21/21,1,0,NA,NA,109
604,Clinch,5,6/21/21,2,0,3,0,109
605,Chlorpyrifos,1,6/21/21,2,0,NA,NA,109
605,Chlorpyrifos,2,6/21/21,0,1,NA,NA,109
605,Chlorpyrifos,3,6/21/21,1,1,NA,NA,109
605,Chlorpyrifos,4,6/21/21,6,1,NA,NA,109
605,Chlorpyrifos,5,6/21/21,7,1,16,4,109
101,Control,1,7/9/21,6,0,NA,NA,127
101,Control,2,7/9/21,5,1,NA,NA,127
101,Control,3,7/9/21,4,0,NA,NA,127
101,Control,4,7/9/21,3,1,NA,NA,127
101,Control,5,7/9/21,4,0,22,2,127
102,HotWater,1,7/9/21,5,0,NA,NA,127
102,HotWater,2,7/9/21,4,1,NA,NA,127
102,HotWater,3,7/9/21,1,0,NA,NA,127
102,HotWater,4,7/9/21,6,1,NA,NA,127
102,HotWater,5,7/9/21,5,0,21,2,127
103,Chlorpyrifos,1,7/9/21,4,0,NA,NA,127
103,Chlorpyrifos,2,7/9/21,4,0,NA,NA,127
103,Chlorpyrifos,3,7/9/21,4,1,NA,NA,127
103,Chlorpyrifos,4,7/9/21,3,0,NA,NA,127
103,Chlorpyrifos,5,7/9/21,4,0,19,1,127
104,Clinch,1,7/9/21,1,1,NA,NA,127
104,Clinch,2,7/9/21,2,0,NA,NA,127
104,Clinch,3,7/9/21,3,0,NA,NA,127
104,Clinch,4,7/9/21,1,0,NA,NA,127
104,Clinch,5,7/9/21,1,1,8,2,127
105,Extinguish,1,7/9/21,4,1,NA,NA,127
105,Extinguish,2,7/9/21,2,0,NA,NA,127
105,Extinguish,3,7/9/21,1,0,NA,NA,127
105,Extinguish,4,7/9/21,3,0,NA,NA,127
105,Extinguish,5,7/9/21,3,0,13,1,127
201,Chlorpyrifos,1,7/9/21,4,0,NA,NA,127
201,Chlorpyrifos,2,7/9/21,5,2,NA,NA,127
201,Chlorpyrifos,3,7/9/21,3,1,NA,NA,127
201,Chlorpyrifos,4,7/9/21,4,2,NA,NA,127
201,Chlorpyrifos,5,7/9/21,3,1,19,6,127
202,Clinch,1,7/9/21,2,0,NA,NA,127
202,Clinch,2,7/9/21,3,2,NA,NA,127
202,Clinch,3,7/9/21,1,0,NA,NA,127
202,Clinch,4,7/9/21,2,0,NA,NA,127
202,Clinch,5,7/9/21,2,0,10,2,127
203,HotWater,1,7/9/21,4,2,NA,NA,127
203,HotWater,2,7/9/21,1,1,NA,NA,127
203,HotWater,3,7/9/21,4,1,NA,NA,127
203,HotWater,4,7/9/21,4,1,NA,NA,127
203,HotWater,5,7/9/21,2,0,15,5,127
204,Extinguish,1,7/9/21,0,1,NA,NA,127
204,Extinguish,2,7/9/21,0,0,NA,NA,127
204,Extinguish,3,7/9/21,0,0,NA,NA,127
204,Extinguish,4,7/9/21,1,1,NA,NA,127
204,Extinguish,5,7/9/21,2,0,3,2,127
205,Control,1,7/9/21,8,2,NA,NA,127
205,Control,2,7/9/21,5,4,NA,NA,127
205,Control,3,7/9/21,4,2,NA,NA,127
205,Control,4,7/9/21,5,3,NA,NA,127
205,Control,5,7/9/21,4,0,26,11,127
301,Chlorpyrifos,1,7/9/21,3,2,NA,NA,127
301,Chlorpyrifos,2,7/9/21,5,0,NA,NA,127
301,Chlorpyrifos,3,7/9/21,5,0,NA,NA,127
301,Chlorpyrifos,4,7/9/21,5,1,NA,NA,127
301,Chlorpyrifos,5,7/9/21,1,0,19,3,127
302,Extinguish,1,7/9/21,2,0,NA,NA,127
302,Extinguish,2,7/9/21,1,0,NA,NA,127
302,Extinguish,3,7/9/21,2,0,NA,NA,127
302,Extinguish,4,7/9/21,0,0,NA,NA,127
302,Extinguish,5,7/9/21,2,2,7,2,127
303,Clinch,1,7/9/21,2,1,NA,NA,127
303,Clinch,2,7/9/21,0,0,NA,NA,127
303,Clinch,3,7/9/21,1,0,NA,NA,127
303,Clinch,4,7/9/21,0,0,NA,NA,127
303,Clinch,5,7/9/21,4,1,7,2,127
304,HotWater,1,7/9/21,2,1,NA,NA,127
304,HotWater,2,7/9/21,5,2,NA,NA,127
304,HotWater,3,7/9/21,5,2,NA,NA,127
304,HotWater,4,7/9/21,3,1,NA,NA,127
304,HotWater,5,7/9/21,9,1,24,7,127
305,Control,1,7/9/21,6,2,NA,NA,127
305,Control,2,7/9/21,6,0,NA,NA,127
305,Control,3,7/9/21,4,0,NA,NA,127
305,Control,4,7/9/21,9,1,NA,NA,127
305,Control,5,7/9/21,6,0,31,3,127
401,HotWater,1,7/9/21,1,0,NA,NA,127
401,HotWater,2,7/9/21,2,0,NA,NA,127
401,HotWater,3,7/9/21,1,1,NA,NA,127
401,HotWater,4,7/9/21,1,2,NA,NA,127
401,HotWater,5,7/9/21,0,3,5,6,127
402,Extinguish,1,7/9/21,2,1,NA,NA,127
402,Extinguish,2,7/9/21,1,0,NA,NA,127
402,Extinguish,3,7/9/21,0,1,NA,NA,127
402,Extinguish,4,7/9/21,1,1,NA,NA,127
402,Extinguish,5,7/9/21,0,3,4,6,127
403,Control,1,7/9/21,2,1,NA,NA,127
403,Control,2,7/9/21,2,1,NA,NA,127
403,Control,3,7/9/21,1,0,NA,NA,127
403,Control,4,7/9/21,1,1,NA,NA,127
403,Control,5,7/9/21,3,3,9,6,127
404,Clinch,1,7/9/21,2,0,NA,NA,127
404,Clinch,2,7/9/21,2,1,NA,NA,127
404,Clinch,3,7/9/21,1,1,NA,NA,127
404,Clinch,4,7/9/21,0,0,NA,NA,127
404,Clinch,5,7/9/21,2,1,7,3,127
405,Chlorpyrifos,1,7/9/21,1,3,NA,NA,127
405,Chlorpyrifos,2,7/9/21,1,0,NA,NA,127
405,Chlorpyrifos,3,7/9/21,0,2,NA,NA,127
405,Chlorpyrifos,4,7/9/21,0,3,NA,NA,127
405,Chlorpyrifos,5,7/9/21,0,1,2,9,127
501,Clinch,1,7/9/21,3,5,NA,NA,127
501,Clinch,2,7/9/21,1,3,NA,NA,127
501,Clinch,3,7/9/21,1,0,NA,NA,127
501,Clinch,4,7/9/21,1,0,NA,NA,127
501,Clinch,5,7/9/21,1,1,7,9,127
502,Control,1,7/9/21,2,1,NA,NA,127
502,Control,2,7/9/21,2,1,NA,NA,127
502,Control,3,7/9/21,5,0,NA,NA,127
502,Control,4,7/9/21,3,0,NA,NA,127
502,Control,5,7/9/21,5,0,17,2,127
503,Chlorpyrifos,1,7/9/21,0,3,NA,NA,127
503,Chlorpyrifos,2,7/9/21,0,2,NA,NA,127
503,Chlorpyrifos,3,7/9/21,5,1,NA,NA,127
503,Chlorpyrifos,4,7/9/21,2,0,NA,NA,127
503,Chlorpyrifos,5,7/9/21,2,2,9,8,127
504,Extinguish,1,7/9/21,0,3,NA,NA,127
504,Extinguish,2,7/9/21,0,2,NA,NA,127
504,Extinguish,3,7/9/21,1,0,NA,NA,127
504,Extinguish,4,7/9/21,1,1,NA,NA,127
504,Extinguish,5,7/9/21,0,0,2,6,127
505,HotWater,1,7/9/21,0,3,NA,NA,127
505,HotWater,2,7/9/21,1,1,NA,NA,127
505,HotWater,3,7/9/21,3,1,NA,NA,127
505,HotWater,4,7/9/21,5,0,NA,NA,127
505,HotWater,5,7/9/21,7,2,16,7,127
601,Control,1,7/9/21,2,0,NA,NA,127
601,Control,2,7/9/21,1,1,NA,NA,127
601,Control,3,7/9/21,1,0,NA,NA,127
601,Control,4,7/9/21,1,1,NA,NA,127
601,Control,5,7/9/21,4,0,9,2,127
602,HotWater,1,7/9/21,1,0,NA,NA,127
602,HotWater,2,7/9/21,1,1,NA,NA,127
602,HotWater,3,7/9/21,0,0,NA,NA,127
602,HotWater,4,7/9/21,0,0,NA,NA,127
602,HotWater,5,7/9/21,0,0,2,1,127
603,Extinguish,1,7/9/21,1,0,NA,NA,127
603,Extinguish,2,7/9/21,0,0,NA,NA,127
603,Extinguish,3,7/9/21,0,0,NA,NA,127
603,Extinguish,4,7/9/21,0,0,NA,NA,127
603,Extinguish,5,7/9/21,0,0,1,0,127
604,Clinch,1,7/9/21,0,0,NA,NA,127
604,Clinch,2,7/9/21,0,0,NA,NA,127
604,Clinch,3,7/9/21,0,0,NA,NA,127
604,Clinch,4,7/9/21,0,0,NA,NA,127
604,Clinch,5,7/9/21,1,0,1,0,127
605,Chlorpyrifos,1,7/9/21,1,0,NA,NA,127
605,Chlorpyrifos,2,7/9/21,0,0,NA,NA,127
605,Chlorpyrifos,3,7/9/21,0,1,NA,NA,127
605,Chlorpyrifos,4,7/9/21,2,0,NA,NA,127
605,Chlorpyrifos,5,7/9/21,2,1,5,2,127
101,Control,1,7/19/21,3,0,NA,NA,137
101,Control,2,7/19/21,5,3,NA,NA,137
101,Control,3,7/19/21,2,1,NA,NA,137
101,Control,4,7/19/21,6,1,NA,NA,137
101,Control,5,7/19/21,5,0,21,5,137
102,HotWater,1,7/19/21,4,0,NA,NA,137
102,HotWater,2,7/19/21,3,2,NA,NA,137
102,HotWater,3,7/19/21,3,3,NA,NA,137
102,HotWater,4,7/19/21,4,1,NA,NA,137
102,HotWater,5,7/19/21,1,1,15,7,137
103,Chlorpyrifos,1,7/19/21,1,0,NA,NA,137
103,Chlorpyrifos,2,7/19/21,4,0,NA,NA,137
103,Chlorpyrifos,3,7/19/21,4,1,NA,NA,137
103,Chlorpyrifos,4,7/19/21,3,1,NA,NA,137
103,Chlorpyrifos,5,7/19/21,2,3,14,5,137
104,Clinch,1,7/19/21,1,0,NA,NA,137
104,Clinch,2,7/19/21,2,2,NA,NA,137
104,Clinch,3,7/19/21,0,0,NA,NA,137
104,Clinch,4,7/19/21,0,2,NA,NA,137
104,Clinch,5,7/19/21,0,0,3,4,137
105,Extinguish,1,7/19/21,0,0,NA,NA,137
105,Extinguish,2,7/19/21,1,1,NA,NA,137
105,Extinguish,3,7/19/21,0,0,NA,NA,137
105,Extinguish,4,7/19/21,1,0,NA,NA,137
105,Extinguish,5,7/19/21,1,1,3,2,137
201,Chlorpyrifos,1,7/19/21,5,2,NA,NA,137
201,Chlorpyrifos,2,7/19/21,5,0,NA,NA,137
201,Chlorpyrifos,3,7/19/21,3,0,NA,NA,137
201,Chlorpyrifos,4,7/19/21,5,0,NA,NA,137
201,Chlorpyrifos,5,7/19/21,7,0,25,2,137
202,Clinch,1,7/19/21,2,0,NA,NA,137
202,Clinch,2,7/19/21,0,0,NA,NA,137
202,Clinch,3,7/19/21,0,2,NA,NA,137
202,Clinch,4,7/19/21,3,0,NA,NA,137
202,Clinch,5,7/19/21,0,1,5,3,137
203,HotWater,1,7/19/21,1,1,NA,NA,137
203,HotWater,2,7/19/21,3,2,NA,NA,137
203,HotWater,3,7/19/21,0,0,NA,NA,137
203,HotWater,4,7/19/21,5,0,NA,NA,137
203,HotWater,5,7/19/21,2,2,11,5,137
204,Extinguish,1,7/19/21,0,1,NA,NA,137
204,Extinguish,2,7/19/21,0,1,NA,NA,137
204,Extinguish,3,7/19/21,0,1,NA,NA,137
204,Extinguish,4,7/19/21,3,0,NA,NA,137
204,Extinguish,5,7/19/21,0,0,3,3,137
205,Control,1,7/19/21,3,2,NA,NA,137
205,Control,2,7/19/21,2,4,NA,NA,137
205,Control,3,7/19/21,3,1,NA,NA,137
205,Control,4,7/19/21,1,2,NA,NA,137
205,Control,5,7/19/21,6,1,15,10,137
301,Chlorpyrifos,1,7/19/21,1,2,NA,NA,137
301,Chlorpyrifos,2,7/19/21,3,1,NA,NA,137
301,Chlorpyrifos,3,7/19/21,4,0,NA,NA,137
301,Chlorpyrifos,4,7/19/21,2,2,NA,NA,137
301,Chlorpyrifos,5,7/19/21,0,1,10,6,137
302,Extinguish,1,7/19/21,0,0,NA,NA,137
302,Extinguish,2,7/19/21,0,1,NA,NA,137
302,Extinguish,3,7/19/21,0,1,NA,NA,137
302,Extinguish,4,7/19/21,1,0,NA,NA,137
302,Extinguish,5,7/19/21,3,2,4,4,137
303,Clinch,1,7/19/21,0,0,NA,NA,137
303,Clinch,2,7/19/21,0,0,NA,NA,137
303,Clinch,3,7/19/21,0,0,NA,NA,137
303,Clinch,4,7/19/21,1,0,NA,NA,137
303,Clinch,5,7/19/21,2,1,3,1,137
304,HotWater,1,7/19/21,2,1,NA,NA,137
304,HotWater,2,7/19/21,3,1,NA,NA,137
304,HotWater,3,7/19/21,5,1,NA,NA,137
304,HotWater,4,7/19/21,1,2,NA,NA,137
304,HotWater,5,7/19/21,4,2,15,7,137
305,Control,1,7/19/21,6,3,NA,NA,137
305,Control,2,7/19/21,5,1,NA,NA,137
305,Control,3,7/19/21,5,1,NA,NA,137
305,Control,4,7/19/21,7,3,NA,NA,137
305,Control,5,7/19/21,6,2,29,10,137
401,HotWater,1,7/19/21,5,0,NA,NA,137
401,HotWater,2,7/19/21,6,0,NA,NA,137
401,HotWater,3,7/19/21,2,0,NA,NA,137
401,HotWater,4,7/19/21,5,0,NA,NA,137
401,HotWater,5,7/19/21,4,0,22,0,137
402,Extinguish,1,7/19/21,4,0,NA,NA,137
402,Extinguish,2,7/19/21,3,0,NA,NA,137
402,Extinguish,3,7/19/21,2,1,NA,NA,137
402,Extinguish,4,7/19/21,1,1,NA,NA,137
402,Extinguish,5,7/19/21,3,1,13,3,137
403,Control,1,7/19/21,4,1,NA,NA,137
403,Control,2,7/19/21,5,1,NA,NA,137
403,Control,3,7/19/21,4,0,NA,NA,137
403,Control,4,7/19/21,4,1,NA,NA,137
403,Control,5,7/19/21,6,1,23,4,137
404,Clinch,1,7/19/21,4,2,NA,NA,137
404,Clinch,2,7/19/21,2,0,NA,NA,137
404,Clinch,3,7/19/21,2,0,NA,NA,137
404,Clinch,4,7/19/21,2,0,NA,NA,137
404,Clinch,5,7/19/21,3,0,13,2,137
405,Chlorpyrifos,1,7/19/21,5,1,NA,NA,137
405,Chlorpyrifos,2,7/19/21,4,0,NA,NA,137
405,Chlorpyrifos,3,7/19/21,6,0,NA,NA,137
405,Chlorpyrifos,4,7/19/21,4,1,NA,NA,137
405,Chlorpyrifos,5,7/19/21,5,0,24,2,137
501,Clinch,1,7/19/21,2,1,NA,NA,137
501,Clinch,2,7/19/21,0,1,NA,NA,137
501,Clinch,3,7/19/21,3,0,NA,NA,137
501,Clinch,4,7/19/21,2,1,NA,NA,137
501,Clinch,5,7/19/21,2,0,9,3,137
502,Control,1,7/19/21,3,2,NA,NA,137
502,Control,2,7/19/21,6,3,NA,NA,137
502,Control,3,7/19/21,7,1,NA,NA,137
502,Control,4,7/19/21,6,0,NA,NA,137
